#{"t_start": 1777351104.5269413, "env_id": "None"}
r,l,t,episode_metrics
-996.857143,585,655.663193,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.659999847412109, 'distance': 20.254230499267578, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -996.8571428571429}"
-990.571429,1644,674.497945,"{'term': -1.0, 'progress': 8.571428571428571, 'time': 15.600000381469727, 'distance': 91.52796936035156, 'fitness': -991428571.4285715, 'progress_delta': 0.0, 'last_reward_progress': 8.571428571428571, 'reward': -991.4285714285714}"
-996.857143,597,682.674946,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.869999885559082, 'distance': 23.111215591430664, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,744,692.446947,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 6.440000057220459, 'distance': 35.57829666137695, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-996.857143,553,700.19749,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.5, 'distance': 23.152673721313477, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-1000.0,435,706.475021,"{'term': -1.0, 'progress': 0.0, 'time': 2.9700000286102295, 'distance': 19.00663185119629, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,396,712.407022,"{'term': -1.0, 'progress': 0.0, 'time': 2.7100000381469727, 'distance': 19.195608139038086, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-996.857143,437,718.815022,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 3.009999990463257, 'distance': 20.969425201416016, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-1000.0,424,725.007546,"{'term': -1.0, 'progress': 0.0, 'time': 2.9100000858306885, 'distance': 18.26462173461914, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,428,731.307179,"{'term': -1.0, 'progress': 0.0, 'time': 2.9100000858306885, 'distance': 19.172224044799805, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,467,737.836153,"{'term': -1.0, 'progress': 0.0, 'time': 3.240000009536743, 'distance': 18.46622657775879, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,329,743.407891,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 4.6169657707214355, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-996.857143,479,750.130891,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 3.430000066757202, 'distance': 20.165271759033203, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -996.8571428571429}"
-1000.0,497,757.103524,"{'term': -1.0, 'progress': 0.0, 'time': 3.609999895095825, 'distance': 18.74163055419922, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,517,764.118516,"{'term': -1.0, 'progress': 0.0, 'time': 3.7200000286102295, 'distance': 18.7092227935791, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-996.857143,576,771.880575,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.380000114440918, 'distance': 21.268144607543945, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -996.8571428571429}"
-996.857143,586,779.706665,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.510000228881836, 'distance': 20.541685104370117, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -996.8571428571429}"
-1000.0,329,785.116206,"{'term': -1.0, 'progress': 0.0, 'time': 2.0199999809265137, 'distance': 2.5532474517822266, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,500,791.978747,"{'term': -1.0, 'progress': 0.0, 'time': 3.5799999237060547, 'distance': 19.23509979248047, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
