#{"t_start": 1777457424.5316324, "env_id": "None"}
r,l,t,episode_metrics
-985.714286,611,284.925772,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 11.319999694824219, 'distance': 135.1298370361328, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-980.1884,1030,305.342821,"{'term': -1.0, 'progress': 20.0, 'time': 18.84000015258789, 'distance': 176.6569366455078, 'fitness': -980188400.0015259, 'fitness_delta_score': -980.1884000015259, 'last_fitness_delta_score': -980.1884000015259, 'last_fitness_delta_progress': 20.0, 'reward': -1000.021700000763}"
-988.571429,498,316.438268,"{'term': -1.0, 'progress': 11.428571428571429, 'time': 9.520000457763672, 'distance': 118.76155853271484, 'fitness': -988571428.5714285, 'fitness_delta_score': -988.5714285714286, 'last_fitness_delta_score': -988.5714285714286, 'last_fitness_delta_progress': 11.428571428571429, 'reward': -1000.0}"
-1000.0,30,320.121581,"{'term': -1.0, 'progress': 0.0, 'time': 2.0199999809265137, 'distance': 1.164820909500122, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-985.714286,526,331.546661,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 9.850000381469727, 'distance': 130.62091064453125, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-1000.0,73,335.168455,"{'term': -1.0, 'progress': 0.0, 'time': 2.0299999713897705, 'distance': 2.489422559738159, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,40,338.803124,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 1.0117008686065674, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-980.1131,569,351.705282,"{'term': -1.0, 'progress': 20.0, 'time': 11.3100004196167, 'distance': 184.12355041503906, 'fitness': -980113100.0041962, 'fitness_delta_score': -980.1131000041962, 'last_fitness_delta_score': -980.1131000041962, 'last_fitness_delta_progress': 20.0, 'reward': -1000.0002000045777}"
-1000.0,83,355.309278,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 2.8650267124176025, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-985.714286,277,362.817699,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 5.920000076293945, 'distance': 134.3510284423828, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
